	neg	neg	pos	pos
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R2.counts
common:TSS103169_+_34665792.23-P1P2	5630	5577	4227	4507
common:TSS103169_+_34665801.23-P1P2	3964	4300	2822	3178
common:TSS103169_+_34665863.23-P1P2	4008	3751	3281	2931
common:TSS103169_+_34666005.23-P1P2	3668	3464	2548	2318
common:TSS103169_-_34665820.23-P1P2	4913	5027	3204	2954
common:TSS103169_-_34665854.23-P1P2	3961	3722	2477	2532
common:TSS103169_-_34665878.23-P1P2	3402	3367	4667	4826
common:TSS103233_+_37079993.23-P1P2	8664	8400	5755	6698
common:TSS103233_+_37080048.23-P1P2	4116	3710	2668	2841
common:TSS103233_+_37080077.23-P1P2	6442	5944	4730	5012
common:TSS103233_+_37080081.23-P1P2	6279	6020	4658	5129
common:TSS103233_+_37080085.23-P1P2	4739	5021	3982	3631
common:TSS103233_+_37080148.23-P1P2	1298	1244	954	1048
common:TSS103233_+_37080151.23-P1P2	3435	3099	2404	2828
common:TSS103233_-_37079889.23-P1P2	5427	5581	4377	3731
common:TSS103233_-_37080276.23-P1P2	6649	6670	5147	5817
common:TSS103233_-_37080279.23-P1P2	5568	5872	3725	4552
common:TSS103241_+_37509362.23-ENST00000413915	2127	2478	1904	1553
common:TSS103241_+_37509365.23-ENST00000413915	5400	5283	3689	4181
common:TSS103241_+_37509373.23-ENST00000413915	2055	2065	1442	1486
common:TSS103241_+_37509395.23-ENST00000413915	2530	2335	1764	1812
common:TSS103241_+_37509400.23-ENST00000413915	1927	2104	1375	1404
common:TSS103241_+_37509421.23-ENST00000413915	2182	1934	1178	1778
common:TSS103241_+_37509427.23-ENST00000413915	994	986	944	871
common:TSS103241_-_37509151.23-ENST00000413915	3809	4159	2571	3166
common:TSS103241_-_37509167.23-ENST00000413915	2344	2309	1704	1836
common:TSS103241_-_37509414.23-ENST00000413915	2269	1921	1844	1430
common:TSS1033_+_38326451.23-ENST00000419993	1839	1903	1645	1254
common:TSS1033_+_38326460.23-ENST00000419993	3488	3051	1690	2458
common:TSS1033_+_38326818.23-ENST00000419993	2292	2291	1514	1435
common:TSS1033_-_38326410.23-ENST00000419993	2935	2973	2572	2580
common:TSS1033_-_38326417.23-ENST00000419993	3231	3374	2194	2284
common:TSS1033_-_38326437.23-ENST00000419993	4739	4615	2635	3396
common:TSS1033_-_38326449.23-ENST00000419993	2421	2545	1980	2427
common:TSS1033_-_38326560.23-ENST00000419993	3396	3537	2816	2566
common:TSS1033_-_38326567.23-ENST00000419993	2455	2839	1851	1620
common:TSS1033_-_38326836.23-ENST00000419993	3525	3548	2406	2707
common:TSS103516_+_74970998.23-CUFF.49740.1	1216	1155	790	895
common:TSS103516_+_74971015.23-CUFF.49740.1	1751	1666	1391	1183
common:TSS103516_+_74971076.23-CUFF.49740.1	3575	3855	2613	3127
common:TSS103516_+_74971147.23-CUFF.49740.1	2325	2444	1452	2078
common:TSS103516_+_74971222.23-CUFF.49740.1	4418	4240	3247	3106
common:TSS103516_+_74971358.23-CUFF.49740.1	2297	2331	1708	2139
common:TSS103516_-_74971056.23-CUFF.49740.1	4558	4212	2867	3266
common:TSS103516_-_74971096.23-CUFF.49740.1	2690	2328	2135	1600
common:TSS103516_-_74971209.23-CUFF.49740.1	2712	2664	2356	1797
common:TSS103516_-_74971293.23-CUFF.49740.1	2643	2536	2209	1912
common:TSS103570_+_79185557.23-CUFF.49847.1	4791	4641	2993	3136
common:TSS103570_+_79185560.23-CUFF.49847.1	2581	2547	2061	1716
common:TSS103570_+_79185566.23-CUFF.49847.1	4957	4872	3291	3429
common:TSS103570_+_79185648.23-CUFF.49847.1	3154	3198	2664	1760
common:TSS103570_+_79185968.23-CUFF.49847.1	4768	4802	4296	3694
common:TSS103570_+_79186002.23-CUFF.49847.1	2467	2375	1852	1771
common:TSS103570_+_79186007.23-CUFF.49847.1	1789	1609	1201	1685
common:TSS103570_-_79185805.23-CUFF.49847.1	2929	2800	2070	2277
common:TSS103570_-_79185826.23-CUFF.49847.1	1927	2062	1335	1579
common:TSS103570_-_79186060.23-CUFF.49847.1	2422	2588	1928	1289
common:TSS103723_+_88897129.23-P1P2	2458	2303	1905	1792
common:TSS103723_+_88897176.23-P1P2	2860	3222	2139	2699
common:TSS103723_+_88897192.23-P1P2	4111	4071	2840	3396
common:TSS103723_+_88897206.23-P1P2	3366	3313	2194	1896
common:TSS103723_+_88897221.23-P1P2	1296	1298	1093	1003
common:TSS103723_-_88897132.23-P1P2	3447	3364	3119	2324
common:TSS103723_-_88897135.23-P1P2	1995	1873	1923	1766
common:TSS103723_-_88897141.23-P1P2	3189	3163	2683	2529
common:TSS103723_-_88897168.23-P1P2	2885	2982	1950	2319
common:TSS103723_-_88897181.23-P1P2	1490	1629	1505	1087
common:TSS10375_+_32635402.23-P1P2	3308	3522	2549	2690
common:TSS10375_+_32635424.23-P1P2	3393	3281	2271	2673
common:TSS10375_+_32635432.23-P1P2	1616	1623	942	1152
common:TSS10375_+_32635441.23-P1P2	2096	2092	1751	1802
common:TSS10375_-_32635479.23-P1P2	2623	2567	1758	1619
common:TSS10375_-_32635486.23-P1P2	1641	1923	1407	1559
common:TSS10375_-_32635578.23-P1P2	1307	1314	955	998
common:TSS10375_-_32635581.23-P1P2	1915	1890	1426	1512
common:TSS10375_-_32635595.23-P1P2	3373	3449	2577	2369
common:TSS10375_-_32635665.23-P1P2	2299	2328	1467	1982
common:TSS103965_+_97075835.23-CUFF.50138.1,CUFF.50138.2	1991	1954	1131	1734
common:TSS103965_-_97075886.23-CUFF.50138.1,CUFF.50138.2	2125	2265	1537	1400
common:TSS103965_-_97075940.23-CUFF.50138.1,CUFF.50138.2	5329	4965	3751	3756
common:TSS103965_-_97076054.23-CUFF.50138.1,CUFF.50138.2	3078	3218	2152	2405
common:TSS103965_-_97076063.23-CUFF.50138.1,CUFF.50138.2	3543	3638	2591	2423
common:TSS103965_-_97076069.23-CUFF.50138.1,CUFF.50138.2	2973	3111	2469	2246
common:TSS103965_-_97076080.23-CUFF.50138.1,CUFF.50138.2	3978	4152	2836	2813
common:TSS103965_-_97076084.23-CUFF.50138.1,CUFF.50138.2	1936	1742	1353	1361
common:TSS103965_-_97076087.23-CUFF.50138.1,CUFF.50138.2	3070	3315	2251	2806
common:TSS103965_-_97076114.23-CUFF.50138.1,CUFF.50138.2	3498	4035	3016	2383
common:TSS104035_+_99264751.23-P1P2	3048	3127	2177	1959
common:TSS104035_+_99264949.23-P1P2	1684	1639	1290	1253
common:TSS104035_+_99264998.23-P1P2	1436	1657	1208	914
common:TSS104035_+_99265055.23-P1P2	521	481	364	329
common:TSS104035_-_99264788.23-P1P2	936	930	931	592
common:TSS104035_-_99264930.23-P1P2	5131	5732	3902	3701
common:TSS104035_-_99264964.23-P1P2	2977	2807	1990	1777
common:TSS104035_-_99265009.23-P1P2	3658	4014	2932	2606
common:TSS104035_-_99265066.23-P1P2	3138	3201	2227	2333
common:TSS104035_-_99265088.23-P1P2	1381	1728	1097	1035
common:TSS104096_+_101555700.23-CUFF.50266.1	2062	1924	1216	1696
common:TSS104096_+_101555704.23-CUFF.50266.1	4603	4515	3079	3357
common:TSS104096_+_101555952.23-CUFF.50266.1	2452	2357	1882	1662
common:TSS104096_+_101556107.23-CUFF.50266.1	4916	4608	3705	3847
common:TSS104096_+_101556112.23-CUFF.50266.1	4342	4310	3190	2996
common:TSS104096_-_101555710.23-CUFF.50266.1	4815	4635	3059	3822
common:TSS104096_-_101555720.23-CUFF.50266.1	2124	2039	1792	1499
common:TSS104096_-_101555788.23-CUFF.50266.1	2463	2222	1473	1689
common:TSS104096_-_101556162.23-CUFF.50266.1	2872	2441	1990	2117
common:TSS104096_-_101556165.23-CUFF.50266.1	3842	3908	2932	2899
common:TSS104121_+_103115381.23-P1P2	4324	4473	3101	3003
common:TSS104121_+_103115411.23-P1P2	1304	1103	1097	911
common:TSS104121_+_103115478.23-P1P2	2863	2796	1993	2055
common:TSS104121_-_103115320.23-P1P2	1130	948	570	794
common:TSS104121_-_103115335.23-P1P2	2077	2046	1575	1757
common:TSS104121_-_103115364.23-P1P2	764	955	841	701
common:TSS104121_-_103115396.23-P1P2	2152	2033	1566	1412
common:TSS104121_-_103115409.23-P1P2	3969	4032	2354	2783
common:TSS104121_-_103115425.23-P1P2	1932	2044	1487	1664
common:TSS104121_-_103115440.23-P1P2	2500	2733	2501	2144
common:TSS104458_+_123555818.23-P1P2	2171	2181	1657	1184
common:TSS104458_+_123555845.23-P1P2	1530	1585	1199	1036
common:TSS104458_+_123555887.23-P1P2	1547	1477	1072	1503
common:TSS104458_+_123555896.23-P1P2	2174	2215	1381	1446
common:TSS104458_-_123555800.23-P1P2	2752	2882	2146	1929
common:TSS104458_-_123555821.23-P1P2	2114	2042	1568	1790
common:TSS104458_-_123555861.23-P1P2	1482	1140	1141	1087
common:TSS104458_-_123555865.23-P1P2	1255	1412	1123	1091
common:TSS104458_-_123555881.23-P1P2	2341	2442	1668	1772
common:TSS104458_-_123555884.23-P1P2	2749	2925	2155	2376
common:TSS104488_+_125086933.23-ENST00000602625	1824	1612	1404	1743
common:TSS104488_+_125087051.23-ENST00000602625	2588	2389	1538	1596
common:TSS104488_+_125087153.23-ENST00000602625	1536	1397	1164	1258
common:TSS104488_+_125087159.23-ENST00000602625	3385	3545	2274	2493
common:TSS104488_+_125087236.23-ENST00000602625	3689	3996	2646	2244
common:TSS104488_-_125086930.23-ENST00000602625	2857	3190	2100	1736
common:TSS104488_-_125086945.23-ENST00000602625	4330	3744	2616	3126
common:TSS104488_-_125087041.23-ENST00000602625	2309	1951	1688	1399
common:TSS104488_-_125087085.23-ENST00000602625	3112	3080	2308	2257
common:TSS104488_-_125087265.23-ENST00000602625	4160	4119	2778	3899
common:TSS104496_+_125577870.23-CUFF.50652.1	2507	2474	1853	1762
common:TSS104496_+_125577886.23-CUFF.50652.1	2168	2038	1397	1549
common:TSS104496_+_125577891.23-CUFF.50652.1	2991	2914	2487	1975
common:TSS104496_+_125577948.23-CUFF.50652.1	4622	5001	3559	2998
common:TSS104496_+_125577987.23-CUFF.50652.1	2250	2267	2096	1894
common:TSS104496_+_125578178.23-CUFF.50652.1	2868	2846	1939	2243
common:TSS104496_+_125578200.23-CUFF.50652.1	3620	3421	2214	2252
common:TSS104496_+_125578213.23-CUFF.50652.1	3667	3331	2717	2417
common:TSS104496_-_125577839.23-CUFF.50652.1	2675	2672	1650	2471
common:TSS104496_-_125578057.23-CUFF.50652.1	835	949	364	598
common:TSS104517_+_127119228.23-P1P2	3685	3170	2752	2893
common:TSS104517_+_127119252.23-P1P2	2809	3044	2122	2257
common:TSS104517_+_127119265.23-P1P2	4644	4538	2677	3043
common:TSS104517_+_127119284.23-P1P2	2523	2710	1921	1938
common:TSS104517_+_127119405.23-P1P2	3482	3077	2439	2161
common:TSS104517_-_127119212.23-P1P2	536	513	715	307
common:TSS104517_-_127119238.23-P1P2	4839	5144	3736	4181
common:TSS104517_-_127119299.23-P1P2	1941	1784	1189	1661
common:TSS104517_-_127119446.23-P1P2	2501	2458	1794	2050
common:TSS104517_-_127119464.23-P1P2	4293	4119	2888	3013
common:TSS104601_+_131153743.23-ENST00000609303	1355	1542	1037	1147
common:TSS104601_+_131153747.23-ENST00000609303	2800	2569	1956	2009
common:TSS104601_+_131153759.23-ENST00000609303	3003	3209	1915	2571
common:TSS104601_+_131153775.23-ENST00000609303	731	674	459	601
common:TSS104601_+_131153813.23-ENST00000609303	2772	2558	1852	2030
common:TSS104601_+_131153840.23-ENST00000609303	2492	2497	1577	1944
common:TSS104601_+_131153845.23-ENST00000609303	1291	1087	820	1636
common:TSS104601_-_131153804.23-ENST00000609303	3909	3612	2852	2091
common:TSS104601_-_131153978.23-ENST00000609303	2118	2152	1357	1748
common:TSS104601_-_131154109.23-ENST00000609303	1994	2259	1607	1902
common:TSS104606_+_131486833.23-P1P2	3935	4111	2868	3697
common:TSS104606_+_131487105.23-P1P2	3485	3367	2400	2481
common:TSS104606_+_131487146.23-P1P2	2626	2781	1458	2229
common:TSS104606_-_131486735.23-P1P2	436	503	504	209
common:TSS104606_-_131486754.23-P1P2	3884	3863	2980	2631
common:TSS104606_-_131486771.23-P1P2	3486	3581	2559	2531
common:TSS104606_-_131486774.23-P1P2	3869	3547	2707	2468
common:TSS104606_-_131486911.23-P1P2	3243	3196	1901	2695
common:TSS104606_-_131486954.23-P1P2	2756	2576	1615	1871
common:TSS104606_-_131487159.23-P1P2	1995	2285	1182	1518
common:TSS104777_+_136890564.23-P1P2	1918	1714	1505	1072
common:TSS104777_+_136890593.23-P1P2	1400	1503	940	1122
common:TSS104777_+_136890609.23-P1P2	3218	3317	2325	2142
common:TSS104777_+_136890630.23-P1P2	2260	2101	1545	1912
common:TSS104777_-_136890658.23-P1P2	588	540	455	336
common:TSS104777_-_136890667.23-P1P2	1185	1332	1052	950
common:TSS104777_-_136890680.23-P1P2	2534	2623	1824	1983
common:TSS104777_-_136890711.23-P1P2	4080	3795	2549	2625
common:TSS104777_-_136890793.23-P1P2	1456	1620	1302	1844
common:TSS104777_-_136890868.23-P1P2	4315	4477	2962	2620
common:TSS105096_+_4679042.23-ENST00000609131,ENST00000607997	3227	2985	2029	1818
common:TSS105096_+_4679223.23-ENST00000609131,ENST00000607997	4176	3992	2914	2870
common:TSS105096_+_4679307.23-ENST00000609131,ENST00000607997	1907	1766	1311	1117
common:TSS105096_+_4679401.23-ENST00000609131,ENST00000607997	1758	1752	1821	1429
common:TSS105096_+_4679404.23-ENST00000609131,ENST00000607997	2694	2773	2270	2167
common:TSS105096_+_4679487.23-ENST00000609131,ENST00000607997	2020	2089	1459	1413
common:TSS105096_-_4679327.23-ENST00000609131,ENST00000607997	3152	3111	2314	2466
common:TSS105096_-_4679459.23-ENST00000609131,ENST00000607997	2198	2143	1751	1964
common:TSS105096_-_4679471.23-ENST00000609131,ENST00000607997	2994	3269	2315	2413
common:TSS105096_-_4679506.23-ENST00000609131,ENST00000607997	3903	4138	2981	2541
common:TSS10533_+_43008540.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	3992	3574	2579	2639
common:TSS10533_+_43008572.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	3960	4258	2473	2822
common:TSS10533_+_43008761.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	3154	3272	2088	2353
common:TSS10533_+_43008834.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	3527	3735	2803	2582
common:TSS10533_+_43008916.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	2448	2338	2071	1944
common:TSS10533_-_43008660.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	3581	3966	2627	2396
common:TSS10533_-_43008734.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	2617	2665	1828	2417
common:TSS10533_-_43008770.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	2361	2401	2283	1439
common:TSS10533_-_43008781.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	2284	2284	1895	2112
common:TSS10533_-_43008984.23-CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	2074	2225	1534	1908
common:TSS105513_+_35657767.23-P1P2	1268	1174	939	908
common:TSS105513_+_35657798.23-P1P2	1081	1182	592	581
common:TSS105513_+_35657926.23-P1P2	1636	1914	1297	1240
common:TSS105513_+_35657945.23-P1P2	3821	3883	2844	2474
common:TSS105513_+_35658013.23-P1P2	1111	1031	1234	839
common:TSS105513_-_35657776.23-P1P2	1984	2157	1219	1585
common:TSS105513_-_35657780.23-P1P2	3576	3882	2362	2321
common:TSS105513_-_35657813.23-P1P2	2488	2547	1834	1810
common:TSS105513_-_35657960.23-P1P2	3357	3224	2109	2773
common:TSS105513_-_35657999.23-P1P2	2638	3010	1804	2152
common:TSS105514_-_35757483.23-ENST00000425499	3812	3443	2905	2988
common:TSS105514_-_35757487.23-ENST00000425499	1780	1871	1442	1272
common:TSS105514_-_35757506.23-ENST00000425499	3865	3456	2541	2652
common:TSS105514_-_35757552.23-ENST00000425499	3511	3179	1871	1859
common:TSS105514_-_35757561.23-ENST00000425499	2721	2663	2109	1953
common:TSS105514_-_35757565.23-ENST00000425499	2332	1995	1642	1441
common:TSS105514_-_35757585.23-ENST00000425499	2011	2191	1395	1018
common:TSS105514_-_35757634.23-ENST00000425499	3731	3791	2605	2958
common:TSS105514_-_35757653.23-ENST00000425499	2693	2996	2021	1519
common:TSS105514_-_35757829.23-ENST00000425499	803	845	464	611
common:TSS105560_+_37504275.23-CUFF.49443.1	3324	3226	2464	2529
common:TSS105560_+_37504302.23-CUFF.49443.1	3968	3796	2910	2507
common:TSS105560_+_37504470.23-CUFF.49443.1	1603	1849	1042	1453
common:TSS105560_+_37504480.23-CUFF.49443.1	2953	2949	2408	2449
common:TSS105560_-_37504040.23-CUFF.49443.1	2873	2686	1925	2194
common:TSS105560_-_37504085.23-CUFF.49443.1	2604	2314	1802	2075
common:TSS105560_-_37504223.23-CUFF.49443.1	5034	5155	3660	3749
common:TSS105560_-_37504239.23-CUFF.49443.1	2646	2285	1633	2226
common:TSS105560_-_37504250.23-CUFF.49443.1	2629	2630	1505	2318
common:TSS105560_-_37504292.23-CUFF.49443.1	3027	2895	1998	2452
common:TSS105562_+_37777607.23-P1P2	1330	1431	923	1051
common:TSS105562_+_37777612.23-P1P2	2452	2877	2172	2489
common:TSS105562_+_37777708.23-P1P2	2744	2805	2227	1712
common:TSS105562_-_37777657.23-P1P2	3952	4161	2752	2992
common:TSS105562_-_37777688.23-P1P2	3826	3653	2591	2520
common:TSS105562_-_37777698.23-P1P2	5075	5273	3763	4565
common:TSS105562_-_37777706.23-P1P2	1363	1309	743	1122
common:TSS105562_-_37778050.23-P1P2	1741	1514	1412	1145
common:TSS105562_-_37778053.23-P1P2	2119	2499	1820	1820
common:TSS105562_-_37778075.23-P1P2	2161	2158	1760	1804
common:TSS10574_+_44139374.23-ENST00000453284	3384	3324	2623	2391
common:TSS10574_+_44139379.23-ENST00000453284	4669	4674	3239	3169
common:TSS10574_+_44139416.23-ENST00000453284	2253	2476	1734	1770
common:TSS10574_+_44139576.23-ENST00000453284	4333	4260	3340	2548
common:TSS10574_+_44139714.23-ENST00000453284	5631	4924	4590	3655
common:TSS10574_+_44139765.23-ENST00000453284	3656	3556	3062	2606
common:TSS10574_+_44139779.23-ENST00000453284	4043	3837	3123	2561
common:TSS10574_-_44139503.23-ENST00000453284	2904	3023	2418	1712
common:TSS10574_-_44139555.23-ENST00000453284	2443	2452	1728	2077
common:TSS10574_-_44139589.23-ENST00000453284	2819	2728	1935	2260
common:TSS106284_+_98780558.23-CUFF.50190.1	2794	2612	1970	3165
common:TSS106284_+_98780575.23-CUFF.50190.1	4980	5328	3759	3592
common:TSS106284_+_98780594.23-CUFF.50190.1	2431	2240	2075	1711
common:TSS106284_+_98780672.23-CUFF.50190.1	4578	4772	3652	3327
common:TSS106284_-_98780366.23-CUFF.50190.1	2905	2676	1653	2133
common:TSS106284_-_98780371.23-CUFF.50190.1	1801	2056	1647	1796
common:TSS106284_-_98780393.23-CUFF.50190.1	3978	3465	2438	2721
common:TSS106284_-_98780426.23-CUFF.50190.1	3986	3974	2649	2410
common:TSS106284_-_98780437.23-CUFF.50190.1	3462	3228	2579	2611
common:TSS106284_-_98780441.23-CUFF.50190.1	4172	3989	2926	2748
common:TSS106373_+_102691752.23-ENST00000524512	2089	2149	1427	1353
common:TSS106373_+_102691762.23-ENST00000524512	4108	4129	2965	2595
common:TSS106373_+_102691765.23-ENST00000524512	2073	1993	1536	1767
common:TSS106373_+_102691777.23-ENST00000524512	1898	1917	1503	697
common:TSS106373_+_102691923.23-ENST00000524512	4672	4597	2883	3275
common:TSS106373_+_102691932.23-ENST00000524512	3102	3046	1674	2041
common:TSS106373_+_102691944.23-ENST00000524512	3913	3977	2823	3656
common:TSS106373_+_102692088.23-ENST00000524512	1996	1931	1520	1302
common:TSS106373_+_102692147.23-ENST00000524512	3325	3370	2336	2857
common:TSS106373_-_102691916.23-ENST00000524512	2009	2008	1059	1021
common:TSS106664_+_123563559.23-CUFF.50563.1	2033	2395	1919	2085
common:TSS106664_+_123563584.23-CUFF.50563.1	2432	2399	1172	1583
common:TSS106664_+_123563705.23-CUFF.50563.1	2066	2456	1934	1921
common:TSS106664_+_123563798.23-CUFF.50563.1	608	729	374	383
common:TSS106664_-_123563579.23-CUFF.50563.1	2697	2188	1596	2298
common:TSS106664_-_123563592.23-CUFF.50563.1	3849	3966	2541	3505
common:TSS106664_-_123563602.23-CUFF.50563.1	3643	3559	2738	2613
common:TSS106664_-_123563736.23-CUFF.50563.1	3988	4121	2583	3541
common:TSS106664_-_123563741.23-CUFF.50563.1	3180	2888	1913	2497
common:TSS106664_-_123563807.23-CUFF.50563.1	2267	2309	1246	1989
common:TSS106797_+_130473958.23-CUFF.50753.1	387	446	374	258
common:TSS106797_+_130473961.23-CUFF.50753.1	1367	1344	981	1342
common:TSS106797_+_130473983.23-CUFF.50753.1	587	813	320	335
common:TSS106797_+_130474081.23-CUFF.50753.1	4072	3843	2448	3067
common:TSS106797_+_130474178.23-CUFF.50753.1	1618	1492	1081	1415
common:TSS106797_-_130473764.23-CUFF.50753.1	3752	3802	2178	2714
common:TSS106797_-_130473871.23-CUFF.50753.1	2524	2554	2242	1762
common:TSS106797_-_130473875.23-CUFF.50753.1	4199	4491	2755	2988
common:TSS106797_-_130473912.23-CUFF.50753.1	4395	4303	3271	3741
common:TSS106797_-_130474128.23-CUFF.50753.1	3304	2991	2356	2373
common:TSS106805_+_130871304.23-ENST00000602939	2896	3221	2082	3106
common:TSS106805_+_130871335.23-ENST00000602939	4163	3613	2275	3225
common:TSS106805_+_130871532.23-ENST00000602939	1650	1708	1510	1067
common:TSS106805_-_130871221.23-ENST00000602939	3499	3783	2887	2927
common:TSS106805_-_130871248.23-ENST00000602939	2574	2300	1277	1660
common:TSS106805_-_130871342.23-ENST00000602939	866	975	664	899
common:TSS106805_-_130871529.23-ENST00000602939	5354	5223	3896	4069
common:TSS106805_-_130871552.23-ENST00000602939	3125	3467	2504	2199
common:TSS106805_-_130871561.23-ENST00000602939	3121	3075	1960	2820
common:TSS106805_-_130871566.23-ENST00000602939	3296	3313	2015	2037
common:TSS106814_+_131067330.23-ENST00000608252	3292	2948	2245	2493
common:TSS106814_+_131067546.23-ENST00000608252	1497	1523	892	1501
common:TSS106814_+_131067587.23-ENST00000608252	4817	4793	3800	3709
common:TSS106814_+_131067777.23-ENST00000608252	1638	1707	1067	1338
common:TSS106814_-_131067409.23-ENST00000608252	747	688	432	425
common:TSS106814_-_131067413.23-ENST00000608252	781	776	594	818
common:TSS106814_-_131067536.23-ENST00000608252	1453	1680	888	839
common:TSS106814_-_131067564.23-ENST00000608252	2010	2136	1646	1392
common:TSS106814_-_131067601.23-ENST00000608252	1654	1624	1077	1330
common:TSS106814_-_131067624.23-ENST00000608252	4290	4182	3196	3045
common:TSS106815_+_131068220.23-ENST00000608093	2194	2466	1957	1695
common:TSS106815_+_131068403.23-ENST00000608093	1788	1631	1559	1455
common:TSS106815_+_131068470.23-ENST00000608093	6387	6457	4533	5456
common:TSS106815_+_131068485.23-ENST00000608093	2501	2285	1911	2238
common:TSS106815_+_131068582.23-ENST00000608093	3176	3159	2308	2266
common:TSS106815_+_131068590.23-ENST00000608093	2798	2575	1843	2136
common:TSS106815_+_131068616.23-ENST00000608093	2343	2398	1925	1985
common:TSS106815_-_131068387.23-ENST00000608093	2688	2815	1873	1890
common:TSS106815_-_131068570.23-ENST00000608093	901	894	637	466
common:TSS106815_-_131068573.23-ENST00000608093	1606	1468	713	810
common:TSS107055_+_138398034.23-ENST00000415062	2256	2706	1972	1685
common:TSS107055_+_138398039.23-ENST00000415062	2320	2424	1640	1872
common:TSS107055_+_138398050.23-ENST00000415062	2037	2176	1242	1470
common:TSS107055_+_138398237.23-ENST00000415062	1469	1537	816	1560
common:TSS107055_-_138398236.23-ENST00000415062	1419	1119	1062	734
common:TSS107055_-_138398246.23-ENST00000415062	2094	2046	1497	1533
common:TSS107055_-_138398253.23-ENST00000415062	4428	4750	2930	3529
common:TSS107055_-_138398294.23-ENST00000415062	2831	2470	1485	1137
common:TSS107055_-_138398305.23-ENST00000415062	2443	2533	1545	1465
common:TSS107055_-_138398318.23-ENST00000415062	2566	2657	1764	1554
common:TSS10705_+_51732538.23-ENST00000429104,ENST00000444438	3317	3249	1890	2382
common:TSS10705_+_51732792.23-ENST00000429104,ENST00000444438	4539	4658	3594	2765
common:TSS10705_+_51732826.23-ENST00000429104,ENST00000444438	1643	1834	1476	1269
common:TSS10705_+_51732926.23-ENST00000429104,ENST00000444438	3067	3476	2169	2493
common:TSS10705_+_51732929.23-ENST00000429104,ENST00000444438	2092	1949	1222	2044
common:TSS10705_-_51732591.23-ENST00000429104,ENST00000444438	4897	5173	3717	3682
common:TSS10705_-_51732599.23-ENST00000429104,ENST00000444438	2509	2515	1784	2439
common:TSS10705_-_51732788.23-ENST00000429104,ENST00000444438	3882	3662	2539	2798
common:TSS10705_-_51732838.23-ENST00000429104,ENST00000444438	76	47	49	50
common:TSS10705_-_51732858.23-ENST00000429104,ENST00000444438	2204	2298	1749	1494
common:TSS10706_+_51735965.23-CUFF.5657.3	2345	2326	1659	2022
common:TSS10706_+_51735973.23-CUFF.5657.3	1749	1699	1277	1495
common:TSS10706_+_51735992.23-CUFF.5657.3	3485	3508	2533	2391
common:TSS10706_+_51736014.23-CUFF.5657.3	2110	2379	1502	1412
common:TSS10706_+_51736267.23-CUFF.5657.3	5229	5364	3976	3342
common:TSS10706_-_51735952.23-CUFF.5657.3	3398	3806	2481	2611
common:TSS10706_-_51735984.23-CUFF.5657.3	1274	1142	1045	1129
common:TSS10706_-_51736005.23-CUFF.5657.3	4472	4411	3557	3352
common:TSS10706_-_51736022.23-CUFF.5657.3	2513	2663	2178	2107
common:TSS10706_-_51736110.23-CUFF.5657.3	4082	4080	2730	3503
