,sgRNA read counts,,,,sgRNA phentoypes,,
,T0,T0,T14,T14,gamma,gamma,gamma
,Rep1,Rep2,Rep1,Rep2,Rep1,Rep2,ave_Rep1_Rep2
sgId,,,,,,,
MKNK1_+_47069868.23-P1,1393,1596,1030,1574,-0.519852242,-0.352430711,-0.436141477
MKNK1_+_47069893.23-P1,1023,1622,1492,2192,0.460140069,0.102068378,0.281104224
MKNK1_+_47069897.23-P1,555,689,399,1121,-0.560400347,0.36980479,-0.095297778
MKNK1_+_47082286.23-P2,1192,1991,1273,2048,0.010546862,-0.291683106,-0.140568122
MKNK1_+_47082452.23-P2,1541,1063,1037,607,-0.655752289,-1.140778776,-0.898265532
MKNK1_+_47082506.23-P2,1567,1960,1176,952,-0.498418441,-1.374225776,-0.936322109
MKNK1_+_47082514.23-P2,623,1239,625,998,-0.079677295,-0.644470067,-0.362073681
MKNK1_-_47069690.23-P1,598,567,529,720,-0.261179084,0.012242571,-0.124468256
MKNK1_-_47082123.23-P2,1660,2192,1355,2429,-0.377191712,-0.184290909,-0.28074131
MKNK2_+_2041978.23-P2,1631,1897,1114,1952,-0.634308871,-0.291172226,-0.462740549
MKNK2_+_2042002.23-P2,1278,1788,881,1280,-0.620975234,-0.814608527,-0.71779188
MKNK2_+_2051133.23-P1,1009,1308,1131,1971,0.080371433,0.259159635,0.169765534
MKNK2_+_2051207.23-P1,1327,1676,1652,1561,0.231743995,-0.434957212,-0.101606609
MKNK2_+_2051224.23-P1,591,902,380,1066,-0.721460033,-0.091397501,-0.406428767
MKNK2_+_2051227.23-P1,145,228,154,407,0.002576129,0.50358937,0.253082749
MKNK2_-_2041617.23-P2,1486,1422,1504,1656,-0.06693087,-0.112624392,-0.089777631
MKNK2_-_2041671.23-P2,1225,1539,1058,2451,-0.295743443,0.338971652,0.021614104
MKNK2_-_2042010.23-P2,1163,1573,1041,1852,-0.24418235,-0.096840172,-0.170511261
MKNK2_-_2051055.23-P1,1868,2452,2066,2776,0.061044478,-0.153357011,-0.046156267
MLKL_+_74734415.23-P1P2,463,690,68,155,-2.851706864,-2.486733747,-2.669220305
MLKL_+_74734719.23-P1P2,1279,1560,1336,1942,-0.021397578,-0.016408429,-0.018903003
MLKL_+_74734747.23-P1P2,175,277,217,427,0.226038799,0.291944493,0.258991646
MLKL_+_74734780.23-P1P2,363,288,365,374,-0.076374406,0.044563858,-0.015905274
MLKL_-_74734733.23-P1P2,1499,2066,2167,2556,0.447397449,-0.025358018,0.211019715
MMAA_+_146540893.23-P1P2,527,829,439,1040,-0.347883344,-0.005266079,-0.176574711
MMAA_-_146540515.23-P1P2,484,620,291,821,-0.818289216,0.072708406,-0.372790405
MMAA_-_146540518.23-P1P2,698,537,772,319,0.06107249,-1.083771264,-0.511349387
MMAA_-_146540569.23-P1P2,919,868,809,1257,-0.26822648,0.201812102,-0.033207189
MMAA_-_146540596.23-P1P2,306,597,308,616,-0.074902624,-0.287206181,-0.181054402
MMAB_+_110010915.23-P1P2,975,1640,1677,1255,0.698107243,-0.718414051,-0.010153404
MMAB_+_110010982.23-P1P2,398,366,222,175,-0.926510076,-1.396894327,-1.161702201
MMAB_+_110011271.23-P1P2,825,1151,539,760,-0.698410168,-0.93122211,-0.814816139
MMAB_-_110011077.23-P1P2,895,962,1187,859,0.323059026,-0.495784363,-0.086362668
MMAB_-_110011243.23-P1P2,818,954,890,1588,0.037403171,0.402744141,0.220073656
MMACHC_+_45966055.23-P1P2,2255,2427,3035,3385,0.344267761,0.147576125,0.245921943
MMACHC_+_45966075.23-P1P2,1401,1474,1708,3050,0.201549698,0.716667118,0.459108408
MMACHC_-_45966007.23-P1P2,582,1039,326,514,-0.92044851,-1.34776099,-1.13410475
MMACHC_-_45966210.23-P1P2,916,1473,608,1263,-0.675577596,-0.554308392,-0.614942994
MMACHC_-_45966249.23-P1P2,614,1031,701,1106,0.106874467,-0.231098547,-0.06211204
MME_+_154797717.23-P1P2,1272,1880,1040,1115,-0.374816464,-1.086094552,-0.730455508
MME_-_154797687.23-P1P2,1346,2068,1340,2260,-0.090746731,-0.204319013,-0.147532872
MME_-_154797897.23-P1P2,1384,1598,916,2407,-0.679725761,0.258563133,-0.210581314
MME_-_154798029.23-P1P2,1080,1567,1391,1922,0.280789786,-0.037802444,0.121493671
MME_-_154798084.23-P1P2,797,1019,839,1482,-0.010210235,0.207985796,0.09888778
MMP10_+_102650935.23-P1P2,1541,2926,1615,3124,-0.016634018,-0.237940916,-0.127287467
MMP10_+_102651203.23-P1P2,824,744,632,1231,-0.467021101,0.394050635,-0.036485233
MMP10_+_102651366.23-P1P2,1869,2299,1441,3513,-0.459497555,0.27929151,-0.090103022
MMP10_-_102651272.23-P1P2,578,736,504,673,-0.281947081,-0.461504862,-0.371725971
MMP10_-_102651285.23-P1P2,1858,2265,1149,2508,-0.777673025,-0.185379302,-0.481526164
MMP11_+_24115046.23-P1P2,1373,1661,1655,2375,0.18519827,0.18346984,0.184334055
MMP11_-_24115012.23-P1P2,1873,2303,2342,4869,0.238088855,0.747705489,0.492897172
MMP11_-_24115015.23-P1P2,1145,1726,747,1849,-0.700468772,-0.23309284,-0.466780806
MMP11_-_24115499.23-P1P2,1115,1197,812,1363,-0.541793399,-0.14504319,-0.343418295
MMP11_-_24115540.23-P1P2,1865,1802,3090,2469,0.644129886,0.121922225,0.383026056
MMP12_+_102745314.23-P1P2,1650,2235,2493,4272,0.511115537,0.602231215,0.556673376
MMP12_+_102745435.23-P1P2,821,795,888,1090,0.028876133,0.122895769,0.075885951
MMP12_+_102745705.23-P1P2,1060,1238,1255,1915,0.159321778,0.296927477,0.228124628
MMP12_+_102745714.23-P1P2,1626,2052,1433,2464,-0.266589969,-0.068434075,-0.167512022
MMP12_-_102745615.23-P1P2,1569,1333,1863,3549,0.163481,1.080330194,0.621905597
MMP13_+_102825968.23-P1P2,2864,3925,2787,5465,-0.123619812,0.145123242,0.010751715
MMP13_+_102826448.23-P1P2,1084,1208,1524,1690,0.407196825,0.151997192,0.279597008
MMP13_-_102826216.23-P1P2,743,622,727,1641,-0.115708168,1.067183153,0.475737492
MMP13_-_102826407.23-P1P2,647,758,753,1279,0.134582831,0.42234091,0.278461871
MMP13_-_102826411.23-P1P2,477,637,309,1243,-0.71068375,0.632055419,-0.039314166
MMP16_+_89339468.23-P1P2,641,665,573,1214,-0.246090539,0.535936576,0.144923018
MMP16_+_89339656.23-P1P2,831,1100,1086,2102,0.301802399,0.601853545,0.451827972
MMP16_+_89339686.23-P1P2,615,694,375,1299,-0.797997136,0.571988263,-0.113004437
MMP16_-_89339699.23-P1P2,1197,1625,775,2153,-0.711456258,0.073503001,-0.318976629
MMP16_-_89339702.23-P1P2,1133,1558,1363,1572,0.182336379,-0.319499616,-0.068581618
MMP17_+_132313414.23-P1P2,595,661,213,423,-1.56633756,-0.976398209,-1.271367884
MMP17_-_132312997.23-P1P2,492,876,526,959,0.012103162,-0.201805655,-0.094851246
MMP17_-_132313198.23-P1P2,1384,1714,1517,1929,0.048075821,-0.161919566,-0.056921873
MMP17_-_132313401.23-P1P2,478,728,444,839,-0.190752263,-0.12767324,-0.159212752
MMP17_-_132313404.23-P1P2,604,632,536,375,-0.25661687,-1.085439563,-0.671028217
MMP19_+_56236657.23-P1P2,217,397,360,489,0.646000542,-0.031710142,0.3071452
MMP19_+_56236733.23-P1P2,781,588,876,1324,0.081307,0.838609462,0.459958231
MMP19_-_56236239.23-P1P2,945,1503,1139,2073,0.185080191,0.131469507,0.158274849
MMP19_-_56236324.23-P1P2,968,1359,1036,1671,0.013643729,-0.034239323,-0.010297797
MMP19_-_56236640.23-P1P2,446,552,396,613,-0.255844601,-0.181186793,-0.218515697
MMP1_+_102668518.23-P1P2,1278,1791,1282,1704,-0.079792896,-0.404245602,-0.242019249
MMP1_+_102668868.23-P1P2,1138,1711,977,1719,-0.304371412,-0.325675815,-0.315023614
MMP1_+_102668884.23-P1P2,1802,1954,1857,2501,-0.040926517,0.02366899,-0.008628764
MMP1_-_102668827.23-P1P2,1020,1829,938,2527,-0.205210646,0.133964989,-0.035622828
MMP1_-_102668900.23-P1P2,784,890,1044,1547,0.328894831,0.465190355,0.397042593
MMP20_+_102495608.23-ENST00000260228.2,1537,1959,2195,2631,0.429802453,0.093088251,0.261445352
MMP20_+_102496043.23-ENST00000260228.2,799,864,879,1229,0.053366341,0.175976098,0.114671219
MMP20_-_102495976.23-ENST00000260228.2,490,940,795,1164,0.61387179,-0.024047204,0.294912293
MMP20_-_102495982.23-ENST00000260228.2,839,1189,720,1731,-0.304975226,0.209451409,-0.047761908
MMP20_-_102496014.23-ENST00000260228.2,719,893,819,789,0.10357036,-0.511040475,-0.203735058
MMP21_+_127463906.23-ENST00000368808.3,1446,2306,1741,2432,0.183547329,-0.255654884,-0.036053778
MMP21_+_127464121.23-ENST00000368808.3,429,1084,427,912,-0.091042899,-0.581664627,-0.336353763
MMP21_-_127464306.23-ENST00000368808.3,1599,298,783,528,-1.114387048,0.492819999,-0.310783525
MMP21_-_127464320.23-ENST00000368808.3,772,1769,856,1237,0.064708628,-0.848494148,-0.39189276
MMP21_-_127464329.23-ENST00000368808.3,1582,2219,1649,3444,-0.024459523,0.301769875,0.138655176
MMP24_+_33814533.23-P1P2,328,398,489,431,0.491837329,-0.217486162,0.137175584
MMP24_+_33814610.23-P1P2,437,181,369,497,-0.328313785,1.124850554,0.398268385
MMP24_+_33814919.23-P1P2,785,618,777,1030,-0.099079377,0.404559994,0.152740308
MMP24_-_33814642.23-P1P2,449,229,433,257,-0.136649742,-0.165984839,-0.15131729
MMP24_-_33814898.23-P1P2,266,163,266,438,-0.084301322,1.093653305,0.504675992
MMP25_+_3096630.23-P1P2,779,833,1052,1658,0.34913815,0.660650006,0.504894078
MMP25_+_3096797.23-P1P2,1787,1644,1749,4039,-0.115310667,0.964382247,0.42453579
MMP25_-_3096589.23-P1P2,668,687,660,1197,-0.1016834,0.468635548,0.183476074
MMP25_-_3096594.23-P1P2,825,438,127,0,-2.783866944,-9.11048273,-5.947174837
MMP25_-_3097062.23-P1P2,1247,1996,1896,3146,0.520196178,0.32400135,0.422098764
MMP26_+_4788493.23-ENST00000380390.1,4991,4484,5909,8673,0.159283774,0.619339231,0.389311502
MMP26_+_4788522.23-ENST00000380390.1,538,463,557,581,-0.034230167,-0.00487963,-0.019554898
MMP26_+_4788604.23-ENST00000380390.1,7366,10312,6403,12756,-0.286434709,-0.025553766,-0.155994238
MMP26_+_4788747.23-ENST00000380390.1,2134,2790,2235,2679,-0.017586666,-0.390976141,-0.204281404
MMP26_+_5009477.23-ENST00000300762.1,991,1596,1225,1885,0.221523465,-0.092301728,0.064610868
MMP26_+_5009839.23-ENST00000300762.1,1059,1401,1127,1991,0.005483605,0.174630665,0.090057135
MMP26_-_4788571.23-ENST00000380390.1,417,433,663,886,0.584660165,0.700534074,0.642597119
MMP26_-_5009434.23-ENST00000300762.1,1045,1169,1070,2444,-0.050193467,0.731563755,0.340685144
MMP26_-_5009869.23-ENST00000300762.1,861,1083,763,1327,-0.258631502,-0.039270473,-0.148950987
MMP26_-_5009885.23-ENST00000300762.1,2355,3045,1883,3274,-0.406995381,-0.227793507,-0.317394444
MMP27_+_102576008.23-P1P2,747,544,961,1065,0.279126866,0.636769274,0.45794807
MMP27_+_102576062.23-P1P2,320,754,692,710,1.028398811,-0.419151099,0.304623856
MMP27_+_102576446.23-P1P2,857,1190,1124,1360,0.306973605,-0.139760522,0.083606541
MMP27_+_102576467.23-P1P2,2351,3201,3254,4506,0.38463839,0.160919036,0.272778713
MMP27_-_102576005.23-P1P2,3353,4749,3409,6604,-0.060405205,0.143310764,0.041452779
MMP28_+_34122550.23-P1P2,438,496,292,482,-0.669263822,-0.373712574,-0.521488198
MMP28_+_34122553.23-P1P2,816,565,593,787,-0.544838369,0.145707168,-0.199565601
MMP28_+_34122577.23-P1P2,713,893,834,740,0.141843985,-0.603540505,-0.23084826
MMP28_-_34122159.23-P1P2,548,460,749,715,0.366488504,0.30390378,0.335196142
MMP28_-_34122638.23-P1P2,463,679,525,812,0.097003908,-0.074337447,0.01133323
MMP3_+_102713883.23-P1P2,2340,2815,1901,2822,-0.384051319,-0.328822535,-0.356436927
MMP3_+_102714331.23-P1P2,458,944,383,731,-0.342304528,-0.701321054,-0.521812791
MMP3_+_102714334.23-P1P2,416,358,517,525,0.229279431,0.219952235,0.224615833
MMP3_-_102713930.23-P1P2,873,1525,885,1866,-0.06460552,-0.041265857,-0.052935688
MMP3_-_102714259.23-P1P2,980,1579,947,1351,-0.133718645,-0.557389097,-0.345553871
MMP7_+_102401009.23-P1P2,2580,3024,2793,5371,0.030143186,0.496326982,0.263235084
MMP7_-_102401119.23-P1P2,1333,1471,1048,2242,-0.431339385,0.275583431,-0.077877977
MMP7_-_102401243.23-P1P2,1018,1292,1241,1569,0.201464233,-0.052166318,0.074648957
MMP7_-_102401370.23-P1P2,1324,2873,1555,2626,0.147710137,-0.462096677,-0.15719327
MMP7_-_102401376.23-P1P2,116,183,74,102,-0.732828951,-1.175680097,-0.954254524
MMP8_+_102595232.23-P1P2,1933,2244,1859,2915,-0.140616189,0.045017607,-0.047799291
MMP8_+_102595642.23-P1P2,458,698,830,1074,0.773462417,0.289289452,0.531375934
MMP8_+_102595647.23-P1P2,671,1455,1153,1621,0.69670652,-0.176540663,0.260082929
MMP8_-_102595636.23-P1P2,1056,1092,1316,2159,0.233248333,0.650984787,0.44211656
MMP8_-_102595652.23-P1P2,496,432,287,182,-0.873590705,-1.579498462,-1.226544584
MOCOS_+_33767554.23-P1P2,782,826,1069,1931,0.366720019,0.892728877,0.629724448
MOCOS_+_33767899.23-P1P2,751,937,666,1795,-0.257592052,0.605457291,0.173932619
MOCOS_+_33767931.23-P1P2,354,360,239,505,-0.651040064,0.155880881,-0.247579591
MOCOS_-_33767865.23-P1P2,234,403,349,477,0.492417185,-0.089196173,0.201610506
MOCOS_-_33767974.23-P1P2,432,489,483,447,0.076690555,-0.461965234,-0.192637339
MOK_+_102771420.23-P1P2,247,291,569,669,1.119616289,0.868581457,0.994098873
MOK_+_102771458.23-P1P2,1278,1341,952,1105,-0.509155679,-0.611668468,-0.560412074
MOK_+_102771461.23-P1P2,979,1485,888,1651,-0.225050505,-0.179528411,-0.202289458
MOK_-_102771425.23-P1P2,1433,1143,1397,1587,-0.12100791,0.141071124,0.010031607
MOK_-_102771439.23-P1P2,540,274,328,449,-0.803564914,0.380133952,-0.211715481
MOS_+_57026051.23-P1P2,161,204,87,263,-0.972274704,0.034088047,-0.469093328
MOS_+_57026123.23-P1P2,937,1765,839,1540,-0.243679559,-0.529143433,-0.386411496
MOS_+_57026136.23-P1P2,752,1218,906,1428,0.184477067,-0.102923754,0.040776656
MOS_-_57025709.23-P1P2,1274,1711,1192,2358,-0.180282363,0.130318358,-0.024982003
MOS_-_57026097.23-P1P2,1326,2026,1617,1777,0.201937582,-0.521596093,-0.159829256
MPRIP_+_16945765.23-P1P2,786,1718,1301,1316,0.642718423,-0.716976148,-0.037128862
MPRIP_+_16945768.23-P1P2,773,1116,1074,1071,0.390152353,-0.391784147,-0.000815897
MPRIP_+_16945787.23-P1P2,242,304,178,460,-0.527431128,0.265156937,-0.131137095
MPRIP_+_16945792.23-P1P2,228,302,125,208,-0.951407051,-0.870370621,-0.910888836
MPRIP_-_16945782.23-P1P2,321,276,58,330,-2.552749814,-0.074607843,-1.313678828
MR1_+_181003519.23-P1P2,662,1039,774,1169,0.141201028,-0.162326325,-0.010562648
MR1_-_181003146.23-P1P2,748,665,506,1131,-0.648202207,0.433767083,-0.107217562
MR1_-_181003149.23-P1P2,863,827,690,1702,-0.407065519,0.708866202,0.150900342
MR1_-_181003158.23-P1P2,1503,2282,1587,2701,-0.005844203,-0.089210752,-0.047527477
MR1_-_181003570.23-P1P2,2069,2204,1772,4113,-0.307856363,0.567661248,0.129902442
MS4A1_+_60223356.23-P1P2,1492,1758,1123,1694,-0.494190929,-0.385906796,-0.440048863
MS4A1_+_60223379.23-P1P2,1106,1563,1402,2316,0.257833642,0.234911875,0.246372758
MS4A1_+_60223388.23-P1P2,983,1442,641,1655,-0.701168381,-0.133645548,-0.417406965
MS4A1_-_60223423.23-P1P2,949,1716,918,1780,-0.132215255,-0.279577912,-0.205896584
MS4A1_-_60223562.23-P1P2,1451,1707,954,2209,-0.68928767,0.03952476,-0.324881455
MS4A2_+_59856151.23-P1P2,317,302,294,153,-0.192968007,-1.313422497,-0.753195252
MS4A2_+_59856276.23-P1P2,490,573,426,613,-0.28622964,-0.235053665,-0.260641653
MS4A2_-_59856359.23-P1P2,848,1868,763,1209,-0.236682529,-0.960085811,-0.59838417
MS4A2_-_59856581.23-P1P2,1873,2269,1792,3045,-0.148081584,0.091980019,-0.028050782
MS4A2_-_59856606.23-P1P2,1194,1606,1596,2276,0.334356493,0.170623065,0.252489779
MSRA_+_9911819.23-P1P2,1125,1237,677,1439,-0.816998584,-0.114184509,-0.465591546
MSRA_+_9911857.23-P1P2,1669,1825,2052,2448,0.213745455,0.091301494,0.152523474
MSRA_-_9911825.23-P1P2,612,1061,782,1639,0.269335633,0.294985598,0.282160615
MSRA_-_9912190.23-P1P2,999,1506,1515,1918,0.516459889,0.01647535,0.26646762
MSRA_-_9912264.23-P1P2,221,724,470,848,1.004313066,-0.104331033,0.449991016
MST1R_+_49940854.23-P1P2,1026,1625,1269,1763,0.222360017,-0.214812844,0.003773586
MST1R_+_49941057.23-P1P2,802,1230,1153,1278,0.43941705,-0.27717608,0.081120485
MST1R_+_49941068.23-P1P2,1056,1988,1099,2270,-0.02671977,-0.14103106,-0.083875415
MST1R_+_49941291.23-P1P2,501,564,514,632,-0.047343566,-0.168176204,-0.107759885
MST1R_-_49941307.23-P1P2,312,665,327,680,-0.016556715,-0.300225195,-0.158390955
MST4_+_131157354.23-P1P2,658,883,754,940,0.112175618,-0.242158281,-0.064991332
MST4_+_131157714.23-P1P2,509,644,297,1250,-0.861504047,0.624389901,-0.118557073
MST4_-_131157387.23-P1P2,370,354,384,580,-0.030720281,0.37989794,0.174588829
MST4_-_131157577.23-P1P2,1169,2067,2140,2917,0.788034545,0.164541397,0.476287971
MST4_-_131157771.23-P1P2,1009,1229,1375,1531,0.362204123,-0.015416233,0.173393945
MTAP_+_21802673.23-P1P2,923,1279,1134,1701,0.212716766,0.078961277,0.145839021
MTAP_+_21802676.23-P1P2,1458,1034,1401,1729,-0.141835085,0.409296083,0.133730499
MTAP_+_21802875.23-P1P2,404,702,356,288,-0.266779373,-1.617807819,-0.942293596
MTAP_-_21802667.23-P1P2,932,1160,986,1591,-0.00304363,0.12340343,0.0601799
MTAP_-_21803113.23-P1P2,1410,1188,1498,1616,0.00304114,0.111486762,0.057263951
MTFMT_+_65321719.23-P1P2,1259,486,545,479,-1.29225147,-0.353336258,-0.822793864
MTFMT_+_65321922.23-P1P2,2105,2513,2126,1639,-0.069979958,-0.949000417,-0.509490188
MTFMT_-_65321519.23-P1P2,525,212,344,720,-0.694210179,1.431527041,0.368658431
MTFMT_-_65321712.23-P1P2,315,404,428,995,0.357957646,0.967935632,0.662946639
MTFMT_-_65321920.23-P1P2,870,1413,741,932,-0.31584318,-0.932765206,-0.624304193
MTHFD2_+_74433642.23-P2,882,1724,1070,2131,0.194458914,-0.026634782,0.083912066
MTHFD2_-_74425723.23-P1,761,1478,1120,1965,0.473229052,0.078477443,0.275853247
MTHFD2_-_74425764.23-P1,193,169,411,259,1.006236225,0.283523251,0.644879738
MTHFD2_-_74425771.23-P1,660,873,538,1016,-0.379161173,-0.113558757,-0.246359965
MTHFD2_-_74425956.23-P1,933,801,961,2264,-0.041641972,1.16659421,0.562476119
MTHFD2_-_74426186.23-P1,1093,1648,1409,2663,0.282076889,0.359930586,0.321003737
MTHFD2_-_74433554.23-P2,1359,1245,1135,1905,-0.34415448,0.281239655,-0.031457412
MTHFD2_-_74433575.23-P2,2776,3869,2655,4455,-0.148597028,-0.128940897,-0.138768963
MTHFD2_-_74433613.23-P2,474,676,547,1223,0.122352452,0.522923652,0.322638052
MTHFD2_-_74433617.23-P2,450,908,412,1012,-0.211581986,-0.175960513,-0.193771249
MTM1_+_149737106.23-P1P2,560,1096,1131,466,0.929798876,-1.566251539,-0.318226332
MTM1_+_149737435.23-P1P2,934,1026,584,1497,-0.761755502,0.21263789,-0.274558806
MTM1_+_149737484.23-P1P2,889,719,402,684,-1.229289239,-0.404401046,-0.816845143
MTM1_+_149737489.23-P1P2,359,432,442,529,0.215761204,-0.04016919,0.087796007
MTM1_-_149737096.23-P1P2,760,1401,1158,1324,0.523262608,-0.413959434,0.054651587
MTMR10_+_31284093.23-P1P2,360,335,424,485,0.151766037,0.201418051,0.176592044
MTMR10_-_31283432.23-P1P2,1078,1644,952,1515,-0.263625021,-0.450298106,-0.356961563
MTMR10_-_31283442.23-P1P2,805,1475,649,1357,-0.395071627,-0.452699834,-0.42388573
MTMR10_-_31283789.23-P1P2,555,594,426,1005,-0.465935663,0.426255065,-0.019840299
MTMR10_-_31283836.23-P1P2,682,891,369,763,-0.970452245,-0.556147975,-0.76330011
MTMR11_+_149903036.23-P1P2,300,293,291,270,-0.128244669,-0.450346858,-0.289295763
MTMR11_+_149903204.23-P1P2,512,590,556,802,0.034639751,0.110481682,0.072560717
MTMR11_-_149902999.23-P1P2,797,636,408,426,-1.050311894,-0.910578935,-0.980445414
MTMR11_-_149903008.23-P1P2,1671,2731,1620,3668,-0.129019242,0.093158725,-0.017930259
MTMR11_-_149903289.23-P1P2,510,788,562,800,0.055771562,-0.31060123,-0.127414834
MTMR12_+_32313043.23-P1P2,937,1804,1274,1845,0.358943003,-0.299984123,0.02947944
MTMR12_-_32312982.23-P1P2,416,650,365,775,-0.272988386,-0.078649008,-0.175818697
MTMR12_-_32312985.23-P1P2,912,1372,843,1568,-0.197802515,-0.139760522,-0.168781519
MTMR12_-_32313034.23-P1P2,626,873,663,1263,-0.001455108,0.20039548,0.099470186
MTMR12_-_32313040.23-P1P2,489,723,421,1150,-0.300315553,0.337160709,0.018422578
MTMR14_+_9691184.23-P1P2,566,1132,625,1672,0.058752815,0.230295289,0.144524052
MTMR14_-_9691172.23-P1P2,613,1070,607,986,-0.098491879,-0.450356845,-0.274424362
MTMR14_-_9691202.23-P1P2,1105,923,843,1653,-0.474743155,0.508278571,0.016767708
MTMR14_-_9691251.23-P1P2,466,824,738,1537,0.57898954,0.566995322,0.572992431
MTMR14_-_9691403.23-P1P2,352,640,438,533,0.231054119,-0.596341972,-0.182643926
MTMR1_+_149861886.23-P1P2,1098,1357,1669,2912,0.519804579,0.769184035,0.644494307
MTMR1_+_149862340.23-P1P2,1181,1814,1024,1855,-0.290094571,-0.300160869,-0.29512772
MTMR1_-_149861879.23-P1P2,835,1360,953,2396,0.106398695,0.484615656,0.295507176
MTMR1_-_149861882.23-P1P2,793,1177,1003,1400,0.254627513,-0.082093093,0.08626721
MTMR1_-_149861920.23-P1P2,296,617,417,856,0.410148886,0.139934707,0.275041797
MTMR2_-_95657171.23-P1P2,1026,1762,1061,2322,-0.035907396,0.065748448,0.014920526
MTMR2_-_95657174.23-P1P2,1234,1411,1257,2070,-0.057659066,0.22050718,0.081424057
MTMR2_-_95657187.23-P1P2,1010,706,1335,1152,0.318183127,0.373995028,0.346089078
MTMR2_-_95657200.23-P1P2,793,904,839,804,-0.002951377,-0.501532872,-0.252242124
MTMR2_-_95657205.23-P1P2,1108,974,1282,1567,0.126137059,0.353605902,0.239871481
MTMR3_+_30279230.23-P1P2,532,536,424,501,-0.411663302,-0.429827998,-0.42074565
MTMR3_+_30279316.23-P1P2,1324,550,1075,1013,-0.384867784,0.54872505,0.081928633
MTMR3_-_30279250.23-P1P2,859,1495,924,1639,0.020933399,-0.19973523,-0.089400916
MTMR3_-_30279598.23-P1P2,796,1047,994,1436,0.236176099,0.123388707,0.179782403
MTMR3_-_30279601.23-P1P2,722,757,629,1167,-0.283240142,0.292033755,0.004396807
MTMR4_+_56591601.23-P2,129,115,232,418,0.762452418,1.529463481,1.14595795
MTMR4_+_56594799.23-P1,1203,1344,705,903,-0.855242801,-0.906140846,-0.880691823
MTMR4_+_56595105.23-P1,1141,1639,948,1717,-0.351641149,-0.265331415,-0.308486282
MTMR4_+_56595188.23-P1,314,365,565,641,0.763184987,0.480022293,0.62160364
MTMR4_-_56591546.23-P2,1015,832,1153,1398,0.099611464,0.416303327,0.257957396
MTMR4_-_56591953.23-P2,776,1542,1134,1549,0.462990761,-0.325871221,0.06855977
MTMR4_-_56591993.23-P2,274,480,168,203,-0.790015982,-1.573960279,-1.18198813
MTMR4_-_56591997.23-P2,358,414,303,650,-0.324943115,0.31840335,-0.003269883
MTMR4_-_56595139.23-P1,1622,1856,2075,3093,0.271036195,0.404404523,0.337720359
MTMR4_-_56595184.23-P1,1224,1098,1491,1093,0.200375378,-0.338990254,-0.069307438
MTMR6_+_25861145.23-P1P2,422,848,246,1442,-0.862886005,0.433529394,-0.214678305
MTMR6_+_25861543.23-P1P2,280,609,672,528,1.178733084,-0.538309899,0.320211593
MTMR6_+_25861587.23-P1P2,613,765,241,1305,-1.431155249,0.438112554,-0.496521348
MTMR6_-_25861605.23-P1P2,592,629,632,1430,0.010026061,0.852477625,0.431251843
MTMR6_-_25861638.23-P1P2,192,232,128,429,-0.669263822,0.554447242,-0.05740829
MTMR7_+_17270772.23-P1P2,1017,1150,585,1365,-0.882112471,-0.08513851,-0.483625491
MTMR7_+_17270797.23-P1P2,1071,2158,1270,1559,0.161568695,-0.801479537,-0.319955421
MTMR7_+_17270807.23-P1P2,428,431,459,1102,0.016582035,1.021958849,0.519270442
MTMR7_-_17270782.23-P1P2,836,1385,1303,1495,0.555960915,-0.222146092,0.166907411
MTMR7_-_17270802.23-P1P2,1074,1775,1716,3032,0.591754238,0.440045129,0.515899683
